topic,category,prompt,quality_score,source
Think of a problem you'd like,General,"Think of a problem you'd like to solve in your everyday life, and describe a potential solution using technology.",0.39999999999999997,ai_generated_prompts
What is a fascinating fact about,General,What is a fascinating fact about a subject that interests you?,0.33000000000000007,ai_generated_prompts
What is something new you learned,Education,What is something new you learned recently and how has it impacted your life?,0.41000000000000003,ai_generated_prompts
If you could travel back in,General,"If you could travel back in time, which historical event would you witness and why?",0.44000000000000006,ai_generated_prompts
What is one thing you are,General,What is one thing you are passionate about and why?,0.5800000000000001,ai_generated_prompts
Can you explain the concept of,General,Can you explain the concept of exponential growth and its real-world applications?,0.35000000000000003,ai_generated_prompts
If you could travel back in,General,"If you could travel back in time, what one event would you most like to witness, and why?",0.49,ai_generated_prompts
What is one interesting fact about,General,What is one interesting fact about a topic you find fascinating?,0.33000000000000007,ai_generated_prompts
Imagine you're stranded on a deserted,Creative Writing,Imagine you're stranded on a deserted island with only three items. What items would you choose and why?,0.45999999999999996,ai_generated_prompts
Think of a significant moment in,General,"Think of a significant moment in your life that shaped who you are today, and describe it in detail.",0.6300000000000001,ai_generated_prompts
What is the most significant challenge,General,What is the most significant challenge facing our society today and how can we work together to address it?,0.41,ai_generated_prompts
If you could travel back in,General,"If you could travel back in time, what one piece of advice would you give to your younger self?",0.43999999999999995,ai_generated_prompts
If you could travel back in,General,"If you could travel back in time, which historical event would you like to experience in person?",0.43999999999999995,ai_generated_prompts
Imagine you are on a deserted,Creative Writing,Imagine you are on a deserted island. What three items would you bring with you and why?,0.6600000000000001,ai_generated_prompts
What are some benefits and drawbacks,General,What are some benefits and drawbacks of using AI in healthcare?,0.33000000000000007,ai_generated_prompts
If you could travel to any,Creative Writing,"If you could travel to any time period in history and meet anyone, who would it be and why?",0.49,ai_generated_prompts
